Datum: 27.07.2015 14:57
_KM.M____   RK1-i    RYCH   SL_D1   SP_D1   SK_D2   K70-i   PKcel   ZKS_%   ZKS_b   VK_D2   VL_D1   VP_D1
000.049     -0.88   33.20   -0.08    0.51    0.60    0.16    2.13    5.53   15.00   -0.75    0.09   -0.69
000.04925   -0.96   33.20    0.00    0.56    0.58    0.16    2.17    5.56   13.50   -0.73    0.19   -0.58
000.04950   -0.94   33.20    0.11    0.57    0.55    0.17    2.05    5.56   13.50   -0.70    0.29   -0.44
000.04975   -0.90   33.20    0.22    0.55    0.53    0.17    1.99    5.87   12.00   -0.66    0.36   -0.27
000.050     -0.76   33.20    0.32    0.50    0.51    0.17    1.92    6.42    3.00   -0.63    0.38   -0.08
000.05025   -0.62   33.20    0.38    0.44    0.48    0.17    1.88    6.92    3.00   -0.58    0.37    0.09
000.05050   -0.51   33.20    0.42    0.38    0.46    0.17    1.73    7.00    3.00   -0.54    0.35    0.23
000.05075   -0.44   33.20    0.42    0.34    0.43    0.17    1.67    6.75    3.00   -0.49    0.33    0.33
000.051     -0.34   33.20    0.41    0.32    0.41    0.17    1.49    6.76    9.00   -0.44    0.33    0.40
000.05125   -0.35   33.20    0.39    0.32    0.38    0.17    1.43    7.38    9.00   -0.39    0.36    0.47
000.05150   -0.36   33.20    0.37    0.35    0.36    0.17    1.28    8.05    7.50   -0.33    0.41    0.55
000.05175   -0.40   33.20    0.36    0.37    0.33    0.17    1.29    8.62    7.50   -0.27    0.49    0.65
000.052     -0.48   33.20    0.33    0.37    0.31    0.17    1.18    9.05    7.50   -0.21    0.57    0.75
000.05225   -0.58   33.20    0.29    0.33    0.28    0.17    1.20    9.19    7.50   -0.14    0.64    0.82
